hour,electricity_production,heat_production,refrigeration_produced,purchased_electricity,heat_stored,electrical_efficiency,thermal_efficiency,carbon_credits,fuel_blend_ng,fuel_blend_h2,fuel_blend_biomass,model_cost
667,0.04619581137838457,0.18478324551353828,0.7391329815959586,2.586945335528155,8.001603384282429e-10,,,0,0,0,0,2729987.098184517
668,0.04159539469158688,0.16638157876634752,0.6655263141459815,2.2463801008040063,8.034116163515059e-10,,,0,0,0,0,2729987.098184517
669,0.03881855823388616,0.15527423293554465,0.621096930873779,1.9466306948664263,8.009703132707695e-10,,,0,0,0,0,2729987.098184517
670,0.04018901180076443,0.16075604720305772,0.6430241875761491,1.8469237017386433,8.372914902683701e-10,,,0,0,0,0,2729987.098184517
671,0.03590868415519388,0.14363473662077553,0.5745389456533152,1.586501122934674,8.29225504079938e-10,,,0,0,0,0,2729987.098184517
672,0.031037113537786796,0.12414845415114718,0.4965938158091911,1.4189198682676551,8.179959241517313e-10,,,0,0,0,0,2729987.098184517
673,0.03232429036151215,0.1292971614460486,0.5171886448155261,1.306704120162112,8.247923470007464e-10,,,0,0,0,0,2729987.098184517
674,0.023093888762718846,0.09237555505087539,0.3695022195773657,1.060857474954635,7.975734143735651e-10,,,0,0,0,0,2729987.098184517
675,0.028090033463112077,0.11236013385244831,0.4494405345232353,1.2128607493142656,7.966774083224234e-10,,,0,0,0,0,2729987.098184517
676,0.029057853101116506,0.11623141240446602,0.464925648754388,1.232395957824612,7.932968769923217e-10,,,0,0,0,0,2729987.098184517
677,0.03073551880615786,0.12294207522463144,0.4917683001796301,1.3798049694017207,7.75563840469285e-10,,,0,0,0,0,2729987.098184517
678,0.033678043350600886,0.13471217340240355,0.5388486923037311,1.512378971584121,8.19289858817202e-10,,,0,0,0,0,2729987.098184517
679,0.0287630399998208,0.1150521599992832,0.4602086393481557,1.8423005110886137,7.933304336330029e-10,,,0,0,0,0,2729987.098184517
680,0.03427986328784236,0.13711945315136945,0.5484778118153762,2.1898617988392255,7.817705794997085e-10,,,0,0,0,0,2729987.098184517
681,0.033253468778486096,0.13301387511394439,0.5320554996385254,2.5146532545394,7.732006484525295e-10,,,0,0,0,0,2729987.098184517
682,0.04163120730833817,0.16652482923335268,0.6660993146558285,2.7193270724929306,9.253664532822053e-10,,,0,0,0,0,2729987.098184517
683,0.03978543855595342,0.1591417542238137,0.6365670161259924,3.181224643441726,9.045854429772107e-10,,,0,0,0,0,2729987.098184517
684,0.034291466227584305,0.13716586491033722,0.5486634590897728,3.2977359085449294,8.651909949815827e-10,,,0,0,0,0,2729987.098184517
685,0.04189169520540127,0.1675667808216051,0.6702671222040437,3.2793546140748675,8.791214716400107e-10,,,0,0,0,0,2729987.098184517
686,0.03861760027881809,0.15447040111527235,0.6178816036964966,3.257644972870415,8.601736414369388e-10,,,0,0,0,0,2729987.098184517
687,0.047803644435013434,0.19121457774005374,0.7648583099190093,3.3034417072257014,8.699389019642908e-10,,,0,0,0,0,2729987.098184517
688,0.046644474932034635,0.18657789972813854,0.7463115978430619,3.222203147144061,8.820494080055118e-10,,,0,0,0,0,2729987.098184517
689,0.03708795506325117,0.14835182025300467,0.5934072803506738,3.0995852933689245,8.530715601610829e-10,,,0,0,0,0,2729987.098184517
690,0.04014750923553488,0.16059003694213952,0.6423601470114437,2.8629127901815536,8.343934763649074e-10,,,0,0,0,0,2729987.098184517
691,0.03895389607868753,0.15581558431475012,0.6232623363287391,2.451976616712769,8.334668710784225e-10,,,0,0,0,0,2729987.098184517
692,0.03875598390362918,0.15502393561451672,0.6200957419014462,2.258278545642413,7.973440634176229e-10,,,0,0,0,0,2729987.098184517
693,0.03461169787141749,0.13844679148566996,0.5537871653027469,1.8650305113812156,7.698535541643389e-10,,,0,0,0,0,2729987.098184517
694,0.03436480493994776,0.13745921975979103,0.5498368763922916,1.4868162343218991,9.62524378155219e-10,,,0,0,0,0,2729987.098184517
695,0.03329895286952443,0.13319581147809773,0.532783245171849,1.5857698852013693,9.356872624502505e-10,,,0,0,0,0,2729987.098184517
696,0.024952125524677377,0.0998085020987095,0.3992340077547419,1.2562425358289964,9.010205616904119e-10,,,0,0,0,0,2729987.098184517
697,0.03434671110842477,0.13738684443369908,0.549547377093939,1.1251466242281427,8.681811666682114e-10,,,0,0,0,0,2729987.098184517
698,0.028579373251831512,0.11431749300732605,0.4572699710709628,1.0662358862192038,8.672438925672377e-10,,,0,0,0,0,2729987.098184517
699,0.028991181316612755,0.11596472526645102,0.4638588997137572,1.1943999743172493,9.078731214217408e-10,,,0,0,0,0,2729987.098184517
700,0.02997464473873039,0.11989857895492156,0.4795943150638085,1.297989992527673,8.848828694684655e-10,,,0,0,0,0,2729987.098184517
701,0.027750041639625356,0.11100016655850142,0.4440006652748178,1.6884132262957778,8.828349674079398e-10,,,0,0,0,0,2729987.098184517
702,0.026404657828928257,0.10561863131571303,0.4224745229834898,1.8096708400526478,1.02676701214705e-09,,,0,0,0,0,2729987.098184517
703,0.03499019476570384,0.13996077906281537,0.5598431154550574,1.9788365399917531,1.001729069874368e-09,,,0,0,0,0,2729987.098184517
704,0.033159368826187266,0.13263747530474906,0.530549900520402,2.12794383998253,9.689630245453847e-10,,,0,0,0,0,2729987.098184517
705,0.029254476136668376,0.1170179045466735,0.4680716173989533,2.701501469323711,9.462590367653099e-10,,,0,0,0,0,2729987.098184517
706,0.029492325476852106,0.11796930190740842,0.4718772065144299,2.771654310116465,9.580499220854897e-10,,,0,0,0,0,2729987.098184517
707,0.031410651735382614,0.12564260694153045,0.5025704265533147,3.077335794062606,9.796293739402533e-10,,,0,0,0,0,2729987.098184517
708,0.038800188249539416,0.15520075299815767,0.6208030110817543,3.2399036739588003,9.690383341264389e-10,,,0,0,0,0,2729987.098184517
709,0.04219639791520882,0.1687855916608353,0.6751423657027221,3.4610390828706814,9.619832941607044e-10,,,0,0,0,0,2729987.098184517
710,0.04582548645396554,0.18330194581586215,0.7332077823711233,3.413024041060109,9.506368268784006e-10,,,0,0,0,0,2729987.098184517
711,0.04570584074138482,0.18282336296553928,0.731293451153644,3.3894022217995463,9.221860096295438e-10,,,0,0,0,0,2729987.098184517
712,0.04510469035339043,0.18041876141356172,0.7216750447613035,3.1762687578319206,9.131244722688434e-10,,,0,0,0,0,2729987.098184517
713,0.040506308129311504,0.16202523251724602,0.648100929277755,3.004379272348886,8.944757623804319e-10,,,0,0,0,0,2729987.098184517
714,0.04204173661473165,0.1681669464589266,0.6726677850759343,2.7323683371765903,8.73736364021457e-10,,,0,0,0,0,2729987.098184517
715,0.03914086320686369,0.15656345282745476,0.6262538105514084,2.686731594474567,8.537736207228559e-10,,,0,0,0,0,2729987.098184517
716,0.04458880896691793,0.1783552358676717,0.71342094087345,2.299206224227717,1.0377075912285265e-09,,,0,0,0,0,2729987.098184517
717,0.04157888243815378,0.16631552975261513,0.6652621181443241,2.051204545046224,1.0202860878241861e-09,,,0,0,0,0,2729987.098184517
718,0.038087148471562124,0.1523485938862485,0.6093943751055054,1.5659930302839657,9.66010355439611e-10,,,0,0,0,0,2729987.098184517
719,0.03551981884348389,0.14207927537393555,0.5683171001592515,1.3812572513229022,1.0022959330602533e-09,,,0,0,0,0,2729987.098184517
720,0.032197126751609496,0.12878850700643799,0.5151540271387105,1.2439231113908724,9.895808249967391e-10,,,0,0,0,0,2729987.098184517
721,0.034071484770632224,0.1362859390825289,0.5451437557187855,1.1133896168247461,9.51567682732378e-10,,,0,0,0,0,2729987.098184517
722,0.027822525830694764,0.11129010332277905,0.4451604128189591,1.1402433496869928,9.039568784108835e-10,,,0,0,0,0,2729987.098184517
723,0.02880987323900526,0.11523949295602104,0.4609579712828003,1.0508547018671632,8.643078991673729e-10,,,0,0,0,0,2729987.098184517
724,0.028231156113060936,0.11292462445224374,0.4516984970339812,1.1323310281819468,8.47949940662589e-10,,,0,0,0,0,2729987.098184517
725,0.032682412504429235,0.13072965001771694,0.5229185984178034,1.5041509824187702,9.262685699493996e-10,,,0,0,0,0,2729987.098184517
726,0.02921103910807361,0.11684415643229444,0.4673766244469218,1.622078568767757,9.596971184234427e-10,,,0,0,0,0,2729987.098184517
727,0.032275913367588525,0.1291036534703541,0.5164146134716092,1.873229184227217,9.072015154030871e-10,,,0,0,0,0,2729987.098184517
728,0.03142866753856839,0.12571467015427357,0.5028586797768176,2.1237183104125124,8.955514093235051e-10,,,0,0,0,0,2729987.098184517
729,0.031935654210060276,0.1277426168402411,0.5109704666917286,2.5677211478358046,8.680897819191653e-10,,,0,0,0,0,2729987.098184517
730,0.02724969995705812,0.10899879982823248,0.4359951973230823,2.7163357395030276,9.843902168191614e-10,,,0,0,0,0,2729987.098184517
731,0.041183873025620266,0.16473549210248106,0.658941967624594,3.0967912899993886,9.638668436586168e-10,,,0,0,0,0,2729987.098184517
732,0.040199202290499614,0.16079680916199846,0.6431872359403923,3.1005813923049037,9.370785858183135e-10,,,0,0,0,0,2729987.098184517
733,0.04149677124689413,0.16598708498757653,0.6639483393619966,3.4574664316528865,9.009756788558177e-10,,,0,0,0,0,2729987.098184517
734,0.0392195746573618,0.1568782986294472,0.6275131937375886,3.376325676339694,8.846591586009866e-10,,,0,0,0,0,2729987.098184517
735,0.0446580136148739,0.1786320544594956,0.7145282169377353,3.445758644140076,8.813183547673258e-10,,,0,0,0,0,2729987.098184517
736,0.04437881022903567,0.17751524091614268,0.7100609629998647,3.1075740683127324,8.551481683283975e-10,,,0,0,0,0,2729987.098184517
737,0.043752056975445056,0.17500822790178022,0.7000329103028833,2.9861652906101117,8.964302850062453e-10,,,0,0,0,0,2729987.098184517
738,0.04329892079742026,0.17319568318968104,0.6927827319893312,2.7759268211708137,8.796094249181627e-10,,,0,0,0,0,2729987.098184517
739,0.04291694027186881,0.17166776108747525,0.6866710437456535,2.456087764851243,8.482014194695852e-10,,,0,0,0,0,2729987.098184517
740,0.03811862911368147,0.15247451645472587,0.6098980651631193,2.3783616504569487,8.23212007269905e-10,,,0,0,0,0,2729987.098184517
741,0.04400328111539069,0.17601312446156275,0.7040524969855707,1.897744304646469,8.19338300777216e-10,,,0,0,0,0,2729987.098184517
742,0.04274478238122117,0.17097912952488467,0.6839165167684302,1.7241022935394112,8.6559800379078e-10,,,0,0,0,0,2729987.098184517
743,0.035156993376227505,0.14062797350491002,0.5625118933426128,1.3318799093193858,8.4156758560883e-10,,,0,0,0,0,2729987.098184517
744,0.03164280601201043,0.12657122404804172,0.5062848956434298,1.146982186128173,8.071472289253119e-10,,,0,0,0,0,2729987.098184517
745,0.02999269687244252,0.11997078748977008,0.4798831492320925,1.0199508918269993,7.907071989720272e-10,,,0,0,0,0,2729987.098184517
746,0.03364899826591298,0.13459599306365191,0.538383971493063,0.9969941972211638,7.782168175914031e-10,,,0,0,0,0,2729987.098184517
747,0.031948235713764525,0.1277929428550581,0.5111717705566254,1.211587145138205,7.76287788287068e-10,,,0,0,0,0,2729987.098184517
748,0.022648799361411644,0.09059519744564658,0.3623807888778294,1.329911526851266,7.78353395097955e-10,,,0,0,0,0,2729987.098184517
749,0.025181168879610742,0.10072467551844297,0.4028987010717674,1.4854589726530918,7.901075275211035e-10,,,0,0,0,0,2729987.098184517
750,0.031705595549484586,0.12682238219793834,0.5072895275169719,1.6197786143474366,8.301441650914643e-10,,,0,0,0,0,2729987.098184517
751,0.024766842087326692,0.09906736834930677,0.3962694724232826,1.8627656183380654,8.359964220969744e-10,,,0,0,0,0,2729987.098184517
752,0.031641525206985543,0.12656610082794217,0.5062644024356457,2.2615719259022216,8.314270298701799e-10,,,0,0,0,0,2729987.098184517
753,0.037073705178855325,0.1482948207154213,0.5931792821172301,2.5565116307629054,8.139045381092579e-10,,,0,0,0,0,2729987.098184517
754,0.03011951827218201,0.12047807308872804,0.4819122916063001,2.742141444461288,7.975625721119109e-10,,,0,0,0,0,2729987.098184517
755,0.03933277079063958,0.1573310831625583,0.6293243306848576,2.935884262455668,9.13440466187855e-10,,,0,0,0,0,2729987.098184517
756,0.04672137524247011,0.18688550096988044,0.7475420032012146,3.1954206288734364,8.852748171318028e-10,,,0,0,0,0,2729987.098184517
757,0.04220353037365303,0.1688141214946121,0.6752564854637763,3.3726253059010687,8.442299132993368e-10,,,0,0,0,0,2729987.098184517
758,0.04145192142074869,0.16580768568299475,0.6632307421761919,3.4314618000341346,8.086162221048803e-10,,,0,0,0,0,2729987.098184517
759,0.04155740539380208,0.16622962157520832,0.6649184842056254,3.2448851038980195,9.385768371590346e-10,,,0,0,0,0,2729987.098184517
760,0.04330077294562879,0.17320309178251517,0.6928123662229555,3.315975849578691,9.313121058473426e-10,,,0,0,0,0,2729987.098184517
761,0.038238834419386,0.152955337677544,0.6118213497463398,2.840871510343002,9.30328168955185e-10,,,0,0,0,0,2729987.098184517
762,0.04474477727025136,0.17897910908100545,0.7159164354265267,2.777238980475301,9.226659017363187e-10,,,0,0,0,0,2729987.098184517
763,0.04354281590618086,0.17417126362472343,0.6966850540105453,2.7587946382202024,8.778210593569889e-10,,,0,0,0,0,2729987.098184517
764,0.043545006016801176,0.1741800240672047,0.6967200956205374,2.2511448583609623,8.488911541459436e-10,,,0,0,0,0,2729987.098184517
765,0.03765275186705242,0.15061100746820968,0.6024440290940761,1.7378033246003406,8.337197405287399e-10,,,0,0,0,0,2729987.098184517
766,0.03810120550565096,0.15240482202260383,0.609619286927926,1.7099959140681433,8.586161454887348e-10,,,0,0,0,0,2729987.098184517
767,0.03673434639799414,0.14693738559197655,0.5877495416107745,1.4645820366399789,8.405711281183157e-10,,,0,0,0,0,2729987.098184517
768,0.03229981248157704,0.12919924992630816,0.5167969980908708,1.4413439693269663,9.146470726266016e-10,,,0,0,0,0,2729987.098184517
769,0.03327117585772797,0.1330847034309119,0.532338812942822,1.1793097419188157,8.96066686355266e-10,,,0,0,0,0,2729987.098184517
770,0.03092897083202245,0.1237158833280898,0.4948635324726366,1.1744441053713988,8.843002175566935e-10,,,0,0,0,0,2729987.098184517
771,0.032841849778288315,0.13136739911315326,0.5254695959141793,1.0320118302795884,8.453116115984526e-10,,,0,0,0,0,2729987.098184517
772,0.0275787246423429,0.1103148985693716,0.4412595928232354,1.1674769145868589,9.013089337782055e-10,,,0,0,0,0,2729987.098184517
773,0.029145688026865256,0.11658275210746102,0.4663310077047422,1.4959017104361934,8.781115797393179e-10,,,0,0,0,0,2729987.098184517
774,0.028474234314997113,0.11389693725998845,0.4555877478874061,1.7195261476703834,8.996300356689545e-10,,,0,0,0,0,2729987.098184517
775,0.032833889934254804,0.13133555973701921,0.5253422383146528,2.059767044621399,8.682011444836305e-10,,,0,0,0,0,2729987.098184517
776,0.027947574166870465,0.11179029666748186,0.4471611858568609,2.289813685289426,8.552693218947392e-10,,,0,0,0,0,2729987.098184517
777,0.03108624146333543,0.12434496585334172,0.4973798624678635,2.4390763019233557,8.562077841981734e-10,,,0,0,0,0,2729987.098184517
778,0.03339372418605843,0.13357489674423373,0.5342995853865328,2.892840393857825,9.268106366249615e-10,,,0,0,0,0,2729987.098184517
779,0.03714015706995349,0.14856062827981395,0.594242512363756,2.9260868848735546,9.052763701757744e-10,,,0,0,0,0,2729987.098184517
780,0.039666190268752004,0.15866476107500802,0.6346590428478549,3.1956472812237173,9.582774430746472e-10,,,0,0,0,0,2729987.098184517
781,0.04767095447321551,0.19068381789286204,0.7627352706967717,3.3946393868347315,9.473067802247959e-10,,,0,0,0,0,2729987.098184517
782,0.04401752641174062,0.1760701056469625,0.7042804217669927,3.2537671911955157,9.316424283435464e-10,,,0,0,0,0,2729987.098184517
783,0.03748772345720355,0.1499508938288142,0.5998035747434589,3.374303011205631,8.93630614471987e-10,,,0,0,0,0,2729987.098184517
784,0.042987032307685726,0.1719481292307429,0.6877925159305966,3.152266827660161,8.983579835463804e-10,,,0,0,0,0,2729987.098184517
785,0.03742036587863956,0.14968146351455824,0.5987258532256156,3.058943558540183,8.866365859396332e-10,,,0,0,0,0,2729987.098184517
786,0.04412264586592837,0.1764905834637135,0.7059623331094436,2.7999795316119127,8.670341693104977e-10,,,0,0,0,0,2729987.098184517
787,0.03555534490188877,0.14222137960755507,0.5688855179042667,2.6106692153928575,8.285764650285645e-10,,,0,0,0,0,2729987.098184517
788,0.042775173011885124,0.1711006920475405,0.6844027672211108,2.319207767313811,8.342491538962965e-10,,,0,0,0,0,2729987.098184517
789,0.0382057216210406,0.1528228864841624,0.6112915451805155,1.9434021970791917,8.182387108409045e-10,,,0,0,0,0,2729987.098184517
790,0.03726569973298936,0.14906279893195745,0.5962511941954172,1.605205616703767,8.851790993850575e-10,,,0,0,0,0,2729987.098184517
791,0.033981210800681234,0.13592484320272494,0.5436993717242276,1.507736133449417,9.001290282405231e-10,,,0,0,0,0,2729987.098184517
792,0.028102594549112285,0.11241037819644914,0.449641512104799,1.345654846327355,8.735974389844584e-10,,,0,0,0,0,2729987.098184517
793,0.03325639516250373,0.1330255806500149,0.5321023220490078,1.128268997457053,8.368577266249681e-10,,,0,0,0,0,2729987.098184517
794,0.027934833799252295,0.11173933519700918,0.4469573400746952,1.1078590287768297,8.165315586072512e-10,,,0,0,0,0,2729987.098184517
795,0.026885943505810063,0.10754377402324025,0.4301750952953155,1.1740191434119853,8.051048141464246e-10,,,0,0,0,0,2729987.098184517
796,0.026990826828099168,0.10796330731239667,0.4318532286411197,1.2723253145022384,7.763473759961302e-10,,,0,0,0,0,2729987.098184517
797,0.03044533526128422,0.12178134104513688,0.4871253636828723,1.333140930912024,7.393469418029675e-10,,,0,0,0,0,2729987.098184517
798,0.02963851531320054,0.11855406125280216,0.4742162422586642,1.5330578316106716,9.485548881738725e-10,,,0,0,0,0,2729987.098184517
799,0.028597549417381903,0.11439019766952761,0.4575607896475623,2.034569447750826,9.533092637599961e-10,,,0,0,0,0,2729987.098184517
800,0.030466715974173518,0.12186686389669407,0.4874674545924737,2.220217054638878,9.542246834874352e-10,,,0,0,0,0,2729987.098184517
801,0.036433449046191446,0.14573379618476578,0.582935184035649,2.6469225346040957,9.264720331989383e-10,,,0,0,0,0,2729987.098184517
802,0.03855192819628766,0.15420771278515064,0.616830850100851,2.8803945064526904,9.338922481322932e-10,,,0,0,0,0,2729987.098184517
803,0.04201907954622734,0.16807631818490937,0.6723052719470564,3.018884170728021,9.160032080825154e-10,,,0,0,0,0,2729987.098184517
804,0.0420186405635304,0.1680745622541216,0.6722982479566444,3.110251015052704,9.264168191280869e-10,,,0,0,0,0,2729987.098184517
805,0.04438423868915917,0.17753695475663667,0.7101478177000526,3.309646559836648,9.652315394359081e-10,,,0,0,0,0,2729987.098184517
806,0.04616556799363822,0.18466227197455287,0.7386490874949061,3.4084154282826047,9.123267576737089e-10,,,0,0,0,0,2729987.098184517
807,0.04379138854620979,0.17516555418483917,0.7006622160809045,3.3679953325877823,8.834096460486358e-10,,,0,0,0,0,2729987.098184517
808,0.038816655468177697,0.15526662187271079,0.6210664868484617,3.231113633410771,8.544520298110848e-10,,,0,0,0,0,2729987.098184517
809,0.04109682129572612,0.1643872851829045,0.6575491399134518,3.179429321162747,8.438338584133086e-10,,,0,0,0,0,2729987.098184517
810,0.04297313683993838,0.1718925473597535,0.6875701883109052,2.8937077532982878,8.657635456493472e-10,,,0,0,0,0,2729987.098184517
811,0.04530489300988068,0.1812195720395227,0.7248782874555013,2.628677971714657,8.433211705840149e-10,,,0,0,0,0,2729987.098184517
812,0.04398943096269342,0.17595772385077368,0.7038308941482043,2.2525502978541003,8.788531783272306e-10,,,0,0,0,0,2729987.098184517
813,0.03531688430304524,0.14126753721218097,0.565070148295111,1.937246213707201,8.422693829729918e-10,,,0,0,0,0,2729987.098184517
814,0.03418105674952612,0.1367242269981045,0.5468969070538808,1.6138755993179654,8.442683505270492e-10,,,0,0,0,0,2729987.098184517
815,0.03271107902070085,0.1308443160828034,0.5233772630602955,1.4666603705629313,8.815888992709641e-10,,,0,0,0,0,2729987.098184517
816,0.02899618703086656,0.11598474812346624,0.4639389917678459,1.2609968172948227,8.60516704917505e-10,,,0,0,0,0,2729987.098184517
817,0.03284596451199815,0.1313838580479926,0.5255354310551312,1.1016858170473862,8.824779379664953e-10,,,0,0,0,0,2729987.098184517
818,0.02795101117510797,0.11180404470043188,0.4472161779969165,1.1366563530136284,8.690958686473297e-10,,,0,0,0,0,2729987.098184517
819,0.02794431518570442,0.11177726074281769,0.4471090422709832,1.026853524464414,8.462641841881839e-10,,,0,0,0,0,2729987.098184517
820,0.03392466951316141,0.13569867805264563,0.542794711615872,1.2924310160447483,8.149377280240784e-10,,,0,0,0,0,2729987.098184517
821,0.024401117413758652,0.09760446965503461,0.390417877752439,1.5233249524309727,8.109739926946188e-10,,,0,0,0,0,2729987.098184517
822,0.03412351869876651,0.13649407479506603,0.5459762986903491,1.622707021176257,7.72195334313576e-10,,,0,0,0,0,2729987.098184517
823,0.029922861987885692,0.11969144795154277,0.4787657901249162,2.020027514078321,8.580547978657791e-10,,,0,0,0,0,2729987.098184517
824,0.029402362872347466,0.11760945148938987,0.4704378051077219,2.231304315727911,8.497229174947347e-10,,,0,0,0,0,2729987.098184517
825,0.03363209479129046,0.13452837916516183,0.5381135160993302,2.5042083690358123,8.146304902802535e-10,,,0,0,0,0,2729987.098184517
826,0.03694849962793866,0.14779399851175465,0.5911759923961059,2.719262693534993,8.944796484828485e-10,,,0,0,0,0,2729987.098184517
827,0.036561229123058155,0.14624491649223262,0.5849796652709625,3.067978987064657,8.694084812183877e-10,,,0,0,0,0,2729987.098184517
828,0.03838433758969757,0.1535373503587903,0.6141494005082406,3.2842176630663116,8.680901755438411e-10,,,0,0,0,0,2729987.098184517
829,0.04558830338920647,0.18235321355682588,0.7294128533743826,3.340043806369161,8.593328435176687e-10,,,0,0,0,0,2729987.098184517
830,0.04570897735522919,0.18283590942091676,0.7313436369006135,3.364829648054872,8.441218934105969e-10,,,0,0,0,0,2729987.098184517
831,0.03330806815829172,0.1332322726331669,0.5329290899522143,3.446840561811987,8.108076423900551e-10,,,0,0,0,0,2729987.098184517
832,0.03685564786715322,0.1474225914686129,0.5896903650948331,3.15274290262887,7.97365702777134e-10,,,0,0,0,0,2729987.098184517
833,0.04049161285187601,0.16196645140750404,0.6478658041177026,3.1630782777408397,8.61889921022536e-10,,,0,0,0,0,2729987.098184517
834,0.04082362407332456,0.16329449629329823,0.6531779843430393,2.827857412930906,8.504489802252509e-10,,,0,0,0,0,2729987.098184517
835,0.04385573224979998,0.17542292899919992,0.7016917148703715,2.6368665083279237,8.699411300311147e-10,,,0,0,0,0,2729987.098184517
836,0.036292601414863734,0.14517040565945494,0.5806816217852759,2.23681941850765,8.60073505520609e-10,,,0,0,0,0,2729987.098184517
837,0.040809386030558,0.163237544122232,0.6529501758348255,1.9596345319781279,8.317878646133154e-10,,,0,0,0,0,2729987.098184517
838,0.0298159619141885,0.119263847656754,0.4770553889789476,1.6577938128779859,9.090013127945714e-10,,,0,0,0,0,2729987.098184517
839,0.03504417510697761,0.14017670042791044,0.5607068011312933,1.3601735310462402,8.715871435411089e-10,,,0,0,0,0,2729987.098184517
840,0.0295985630188365,0.118394252075346,0.4735770074516302,1.207011744838663,8.611188411442234e-10,,,0,0,0,0,2729987.098184517
841,0.030695038377810707,0.12278015351124283,0.4911206125287384,0.9968122552822389,9.219829795977605e-10,,,0,0,0,0,2729987.098184517
842,0.02886324293026564,0.11545297172106256,0.4618118861318763,1.1964555407463273,8.995347267891376e-10,,,0,0,0,0,2729987.098184517
843,0.02765425407049915,0.1106170162819966,0.4424680644442806,1.0621606149455,8.71712941797238e-10,,,0,0,0,0,2729987.098184517
844,0.031240854635014373,0.12496341854005749,0.4998536728420409,1.2015671741093903,9.102727256793684e-10,,,0,0,0,0,2729987.098184517
845,0.026152482894853345,0.10460993157941338,0.4184397255550659,1.4591248310053573,8.892978732382753e-10,,,0,0,0,0,2729987.098184517
846,0.03052759092755981,0.12211036371023924,0.4884414531498933,1.57647447710479,9.68385684064745e-10,,,0,0,0,0,2729987.098184517
847,0.030875766499457974,0.1235030659978319,0.4940122629588641,2.0748015605282957,9.717286927779385e-10,,,0,0,0,0,2729987.098184517
848,0.02791702390249969,0.11166809560999875,0.4466723818551943,2.3143253170803746,9.31822199951121e-10,,,0,0,0,0,2729987.098184517
849,0.036632698467450306,0.14653079386980122,0.5861231745062551,2.5856550597816352,9.313380717993996e-10,,,0,0,0,0,2729987.098184517
850,0.031538968198520506,0.12615587279408202,0.504623490688559,2.842893500381892,8.856083681515175e-10,,,0,0,0,0,2729987.098184517
851,0.03934770692484314,0.15739082769937257,0.6295633102853758,2.909095848680939,8.441153972853543e-10,,,0,0,0,0,2729987.098184517
852,0.032133172534773866,0.12853269013909546,0.5141307594139339,3.274554571455285,8.65819806042035e-10,,,0,0,0,0,2729987.098184517
853,0.042802070256226496,0.17120828102490598,0.6848331233588609,3.3977004646933184,8.454091315950257e-10,,,0,0,0,0,2729987.098184517
854,0.041051052586591884,0.16420421034636754,0.6568168403350796,3.250254710706966,8.569963668443971e-10,,,0,0,0,0,2729987.098184517
855,0.04191983107013711,0.16767932428054844,0.6707172962960328,3.308879073140407,8.451463380226916e-10,,,0,0,0,0,2729987.098184517
856,0.03821732881254297,0.1528693152501719,0.61147725902039,3.2221408543637104,9.594478401913688e-10,,,0,0,0,0,2729987.098184517
857,0.04229927546806702,0.16919710187226808,0.6767884067712617,2.9758267551633493,9.32029041088277e-10,,,0,0,0,0,2729987.098184517
858,0.04332779504198295,0.1733111801679318,0.693244720027756,2.6644017569426386,8.993294019737129e-10,,,0,0,0,0,2729987.098184517
859,0.04336974090338928,0.1734789636135571,0.6939158537209145,2.524758706496552,8.765161435975603e-10,,,0,0,0,0,2729987.098184517
860,0.03837883529968945,0.1535153411987578,0.6140613642977059,2.3536644486512346,8.340515502135042e-10,,,0,0,0,0,2729987.098184517
861,0.0380149706547402,0.1520598826189608,0.6082395294148297,1.9327626709474355,8.473218257608266e-10,,,0,0,0,0,2729987.098184517
862,0.03015544504291042,0.12062178017164168,0.4824871197894012,1.6071643555596,8.42764928086172e-10,,,0,0,0,0,2729987.098184517
863,0.03685706728146967,0.14742826912587867,0.5897130751555791,1.4834961866251632,8.858888832279589e-10,,,0,0,0,0,2729987.098184517
864,0.03018238473155619,0.12072953892622476,0.4829181546811991,1.2360227338890137,8.92246030859706e-10,,,0,0,0,0,2729987.098184517
865,0.03025149123351005,0.1210059649340402,0.4840238590595345,1.2657346321975973,8.640194709058192e-10,,,0,0,0,0,2729987.098184517
866,0.030757514306991016,0.12303005722796406,0.4921202282317191,1.1055282279469552,8.374009615285989e-10,,,0,0,0,0,2729987.098184517
867,0.030797537105099883,0.12319014842039953,0.4927605920787329,0.9996585797494381,9.086269302423315e-10,,,0,0,0,0,2729987.098184517
868,0.03093598187939657,0.12374392751758628,0.4949757094103476,1.2995336543293716,8.777598384851901e-10,,,0,0,0,0,2729987.098184517
869,0.02789234574036313,0.11156938296145252,0.446277530835478,1.560380057381859,8.825916982580388e-10,,,0,0,0,0,2729987.098184517
870,0.024692903077900327,0.09877161231160131,0.3950864479763928,1.5490913691758827,9.147447346470168e-10,,,0,0,0,0,2729987.098184517
871,0.02961643979957824,0.11846575919831295,0.4738630360891878,2.114667291940613,8.875673598860118e-10,,,0,0,0,0,2729987.098184517
872,0.02287509951681555,0.0915003980672622,0.3660015915696816,2.3643486414650665,8.612908936753923e-10,,,0,0,0,0,2729987.098184517
873,0.03341143335228023,0.13364573340912092,0.534582932669399,2.563519994960358,8.623686562325161e-10,,,0,0,0,0,2729987.098184517
874,0.033366199707013836,0.13346479882805534,0.5338591943610375,2.8099590733419144,8.615808974904457e-10,,,0,0,0,0,2729987.098184517
875,0.036779015815987505,0.14711606326395002,0.5884642521378172,3.082905810637232,8.572235310067287e-10,,,0,0,0,0,2729987.098184517
