Year,Hour,ElectricityProduction,HeatProduction,PurchasedElectricity,HeatOverProduction,ElectricityOverProduction,CO2Emissions,HeatStored,HeatWithdrawn,ElecReductionByCHP,HeatReductionByCHP,GridReductionShortfall,HeatToElec,UsefulHeat,UsefulElec,HeatToPlant,ElecToPlant,RefrigerationProduced,HeatUsedForCooling,ElecUsedForCooling,RampRate,ProductionOutput
0,0,0.0,407.13285495149273,334.9999999979533,407.13285495149273,0.0,146.98391389081866,0.0,1148.7999999959065,2.0467041395022534e-09,2.0467041395022534e-09,0.0,0.0,0.0,0.0,526.8999999979533,0.0,190.0,95.0,0.0,0.0,688.7999999967254
0,1,0.0,807.1328549105591,385.9999999975999,200.98285493716332,0.0,230.2039138833701,100.49142737176491,4.8408409725198e-08,2.400099674559897e-09,2.400099674559897e-09,0.0,0.0,606.1499999733958,0.0,553.8999999975999,0.0,209.0,104.5,0.0,400.0,751.1999999961599
0,2,0.0,1207.132854887134,345.9999999977117,575.4828549206359,0.0,293.40391387917697,383.2082833386397,6.242746237028126e-08,2.2882886696606874e-09,2.2882886696606874e-09,0.0,0.0,631.6499999664982,0.0,584.8999999977117,0.0,187.0,93.5,0.0,400.0,743.9999999963388
0,3,0.0,1607.1328548641523,366.9999999975928,985.732854904838,0.0,370.02391387501274,856.9142964710127,7.655699164625769e-08,2.407205101917498e-09,2.407205101917498e-09,0.0,0.0,621.3999999593143,0.0,574.8999999975928,0.0,186.0,93.0,0.0,400.0,752.7999999961486
0,4,0.0,2007.1328548471515,669.9999999972096,1.5587829693686217e-08,0.0,508.6839138718671,9.926712482596966e-07,407.0342903312923,2.7904434318770654e-09,2.7904434318770654e-09,0.0,0.0,2007.1328548315637,0.0,2156.8999999972098,0.0,215.0,107.5,0.0,400.0,2260.7999999955355
0,5,0.0,2329.150000030919,626.9999999975133,6.050277079339139e-08,0.0,557.1870000050116,8.648997395629316e-07,5.419462160524034e-08,2.4866722014849074e-09,2.4866722014849074e-09,0.0,0.0,2329.149999970416,0.0,2279.8999999975135,0.0,197.0,98.5,0.0,400.0,2324.799999996021
0,6,0.0,2257.6500000895226,748.999999997726,1.1103520591859706e-07,0.0,571.1570000156073,8.002180821418992e-07,3.847701497613596e-08,2.273964128107764e-09,2.273964128107764e-09,0.0,0.0,2257.6499999784874,0.0,2203.899999997726,0.0,215.0,107.5,0.0,400.0,2361.599999996362
0,7,0.0,2149.40000006841,720.9999999978011,9.149835022981279e-08,0.0,545.5120000118231,7.223977367824228e-07,4.177929756266724e-08,2.1989308152114972e-09,2.1989308152114972e-09,0.0,0.0,2149.3999999769117,0.0,2102.8999999978014,0.0,186.0,93.0,0.0,400.0,2258.399999996482
0,8,0.0,2136.150000265051,578.9999999978369,2.8335125534795225e-07,0.0,511.8870000472272,7.634050455902307e-07,3.227415741932149e-08,2.163119461329188e-09,2.163119461329188e-09,0.0,0.0,2136.1499999816997,0.0,2086.899999997837,0.0,197.0,98.5,0.0,400.0,2131.9999999965394
0,9,0.0,2076.900000028617,760.999999997559,5.963875082670711e-08,0.0,541.2620000046082,6.407309572163102e-07,5.716153579730253e-08,2.4409700927208178e-09,2.4409700927208178e-09,0.0,0.0,2076.899999968978,0.0,2030.899999997559,0.0,184.0,92.0,0.0,400.0,2232.799999996095
0,10,0.0,2209.6500004936343,724.999999997726,5.1170763981645e-07,0.0,557.2370000883476,8.013503446651192e-07,3.1598892479930326e-08,2.273964128107764e-09,2.273964128107764e-09,0.0,0.0,2209.6499999819266,0.0,2156.899999997726,0.0,211.0,105.5,0.0,400.0,2304.799999996362
0,11,0.0,2183.650000237192,673.9999999977829,2.563592715887353e-07,0.0,541.3370000422002,8.216623682335315e-07,3.390029111359105e-08,2.217120709246956e-09,2.217120709246956e-09,0.0,0.0,2183.649999980833,0.0,2128.899999997783,0.0,219.0,109.5,0.0,400.0,2241.599999996453
0,12,0.0,2357.4000000473343,732.9999999975812,7.489812858937511e-08,0.0,4625.12143038493,7.174437011745227e-07,5.02923064710192e-08,2.418796790293934e-09,2.418796790293934e-09,0.0,0.0,2357.399999972436,0.0,2310.8999999975813,0.0,186.0,93.0,0.0,400.0,2434.39999999613
0,13,0.0,2386.6500001462955,791.9999999978714,1.6708136313425698e-07,0.0,0.0,6.904812763250651e-07,3.731546067893865e-08,2.1285411764687776e-09,2.1285411764687776e-09,0.0,0.0,2386.649999979214,0.0,2332.8999999978714,0.0,215.0,107.5,0.0,400.0,2499.199999996594
0,14,0.0,2422.1500000760516,714.9999999977828,1.0069842791552897e-07,0.0,0.0,6.165870533462334e-07,4.485968656017923e-08,2.217230381829625e-09,2.217230381829625e-09,0.0,0.0,2422.1499999753532,0.0,2373.8999999977827,0.0,193.0,96.5,0.0,400.0,2470.399999996452
0,15,0.0,2072.9000000720052,744.9999999978011,9.785754117798765e-08,0.0,0.0,5.400726704321894e-07,4.73069004178699e-08,2.1989061846595185e-09,2.1989061846595185e-09,0.0,0.0,2072.8999999741477,0.0,2017.8999999978012,0.0,220.0,110.0,0.0,400.0,2209.599999996482
0,16,0.0,2077.900000782147,683.9999999977064,8.017795394656879e-07,0.0,0.0,8.446036746239521e-07,3.46775660097419e-08,2.2936866224747693e-09,2.2936866224747693e-09,0.0,0.0,2077.8999999803673,0.0,2026.8999999977063,0.0,204.0,102.0,0.0,400.0,2167.99999999633
0,17,0.0,2417.9000000340666,779.9999999977641,6.897918545366904e-08,0.0,0.0,7.061536547760435e-07,6.535471442177836e-08,2.235862567121333e-09,2.235862567121333e-09,0.0,0.0,2417.8999999650873,0.0,2371.899999997764,0.0,184.0,92.0,0.0,400.0,2520.799999996423
0,18,0.0,2123.6500001139543,752.9999999979213,1.388349681567978e-07,0.0,0.0,6.49055006296269e-07,4.560422490968929e-08,2.0786534959729323e-09,2.0786534959729323e-09,0.0,0.0,2123.6499999751195,0.0,2071.8999999979214,0.0,207.0,103.5,0.0,400.0,2259.1999999966743
0,19,0.0,1985.3999998828808,340.999999997439,2.3957734683085965e-08,0.0,0.0,7.451696610667426e-08,2.77032078608164e-07,2.5610393180431156e-09,2.5610393180431156e-09,0.0,0.0,1985.3999998589231,0.0,1938.899999997439,0.0,186.0,93.0,0.0,400.0,1823.1999999959023
0,20,0.0,1585.3999999120883,346.9999999977845,1028.7500017213883,0.0,0.0,514.3749937031464,3.614169453337691e-06,2.2154466452786144e-09,2.2154466452786144e-09,0.0,0.0,556.6499981906999,0.0,509.8999999977845,0.0,187.0,93.5,0.0,400.0,684.7999999964553
0,21,0.0,1185.3999999667692,335.9999999979403,564.0000001409735,0.0,0.0,770.656243399898,3.4428899009739805e-07,2.0597212121308865e-09,2.0597212121308865e-09,0.0,0.0,621.3999998257957,0.0,572.8999999979403,0.0,194.0,97.0,0.0,400.0,726.3999999967045
0,22,0.0,785.4000000509155,311.9999999977685,197.5000003371715,0.0,0.0,830.8734302623903,5.680492709030896e-07,2.231502896168483e-09,2.231502896168483e-09,0.0,0.0,587.899999713744,0.0,534.8999999977684,0.0,212.0,106.0,0.0,400.0,676.7999999964296
0,23,0.0,578.1499996211707,421.99999999782756,1.2563054951897357e-07,0.0,0.0,789.3297568029366,1.0045747566773439e-06,2.172467266362716e-09,2.172467266362716e-09,0.0,0.0,578.1499994955401,0.0,528.8999999978275,0.0,197.0,98.5,0.0,400.0,759.9999999965241
0,24,0.0,602.6500001713337,302.99999999775605,238.81807322694897,0.0,0.0,1.336277912724848e-05,434.63614610674244,2.2439440098752387e-09,2.2439440098752387e-09,0.0,0.0,363.8319269443847,0.0,532.899999997756,0.0,193.0,96.5,0.0,400.0,667.9999999964098
0,25,0.0,1002.650000123578,366.9999999978909,347.0000004254905,0.0,0.0,173.500011708172,5.996066809470024e-07,2.1091076622469306e-09,2.1091076622469306e-09,0.0,0.0,655.6499996980875,0.0,600.8999999978909,0.0,219.0,109.5,0.0,400.0,773.5999999966253
0,26,0.0,1402.6500000958754,440.9999999977673,832.5000009484116,0.0,0.0,581.0750081957547,1.70060722613381e-06,2.2326720469678095e-09,2.2326720469678095e-09,0.0,0.0,570.1499991474637,0.0,524.8999999977673,0.0,181.0,90.5,0.0,400.0,771.9999999964277
0,27,0.0,1802.6500000782391,695.9999999976335,1192.00607375781,0.0,0.0,999.9999999560546,74.01214735440888,2.3665483019751e-09,2.3665483019751e-09,0.0,0.0,610.643926320429,0.0,597.8999999976335,0.0,199.0,99.5,0.0,400.0,1034.3999999962134
0,28,0.0,2202.650000065873,600.9999999971232,1.1226112518636588e-08,0.0,0.0,1.939594094610396e-07,474.9999998849527,2.876879104112746e-09,2.876879104112746e-09,0.0,0.0,2202.650000054647,0.0,2387.8999999971234,0.0,209.0,104.5,0.0,400.0,2390.399999995397
0,29,0.0,1956.6500001424838,577.9999999977641,1.5832523335320666e-07,0.0,0.0,2.0900207310197372e-07,2.721099128130922e-08,2.2358625841901224e-09,2.2358625841901224e-09,0.0,0.0,1956.6499999841585,0.0,1907.8999999977643,0.0,195.0,97.5,0.0,400.0,1987.9999999964225
0,30,0.0,1907.4000000801748,760.9999999977259,1.0042153786862587e-07,0.0,0.0,1.7687169605442508e-07,3.594552116337928e-08,2.274082457419233e-09,2.274082457419233e-09,0.0,0.0,1907.3999999797531,0.0,1853.899999997726,0.0,214.0,107.0,0.0,400.0,2091.1999999963614
0,31,0.0,2151.900000049878,695.99999999769,7.424663183706427e-08,0.0,0.0,1.1691899470161609e-07,4.411621623430299e-08,2.309989238284664e-09,2.309989238284664e-09,0.0,0.0,2151.8999999756315,0.0,2106.89999999769,0.0,180.0,90.0,0.0,400.0,2241.5999999963037
0,32,0.0,1751.9000001442737,356.5,146.50000018087138,0.0,0.0,73.25000005510363,7.320255079051187e-08,356.5,356.5,843.5,0.0,1605.3999999634023,0.0,1553.4,0.0,208.0,104.0,0.0,400.0,1527.2
0,33,0.0,1812.4000000458805,340.0,9.74545327960241e-08,0.0,0.0,69.58749989476675,1.0315451664945022e-07,340.0,340.0,860.0,0.0,1812.3999999484258,0.0,1760.9,0.0,206.0,103.0,0.0,400.0,1680.0
0,34,0.0,1758.9000000558333,337.0,1.0089696376822573e-07,0.0,0.0,66.10812477020863,9.013413447432528e-08,337.0,337.0,863.0,0.0,1758.8999999549362,0.0,1710.9,0.0,192.0,96.0,0.0,400.0,1637.6
0,35,0.0,2037.6499999034197,665.999999997855,167.99999994511606,0.0,0.0,146.8027183460522,7.910204236541499e-08,2.14503267652447e-09,2.14503267652447e-09,0.0,0.0,1869.6499999583036,0.0,1818.899999997855,0.0,203.0,101.5,0.0,400.0,1987.199999996568
0,36,0.0,2437.649999850618,569.9999999976446,3.3363841708512024e-08,0.0,0.0,139.46258172386987,3.6078080527616804e-07,2.3553932734262408e-09,2.3553932734262408e-09,0.0,0.0,2437.649999817254,0.0,2382.8999999976445,0.0,219.0,109.5,0.0,400.0,2361.599999996231
0,37,0.0,2312.3999999984712,778.9999999976864,6.148846610107215e-08,0.0,0.0,132.48945242560723,1.2140668167122293e-07,2.3136317105274265e-09,2.3136317105274265e-09,0.0,0.0,2312.3999999369826,0.0,2266.8999999976863,0.0,182.0,91.0,0.0,400.0,2435.9999999962984
