Time,electricity_production,heat_production,fuel_consumed,heat_to_elec,electrical_efficiency,thermal_efficiency,fuel_blend_ng,fuel_blend_h2,fuel_blend_biomass,fuel_energy,invest_h2,invest_time,active_h2_blending,invest_eb,invest_time_eb,active_eb,heat_to_plant,elec_to_plant,useful_heat,useful_elec,purchased_electricity,heat_stored,heat_withdrawn,heat_over_production,electricity_over_production,ramp_rate,refrigeration_produced,heat_used_for_cooling,elec_used_for_cooling,co2_emissions,total_emissions_per_interval,carbon_credits,credits_purchased,credits_earned,credits_sold,exceeds_cap,credits_held,emissions_difference,credits_used_to_offset,below_cap,invest_ccs,invest_time_ccs,active_ccs,transport_cost,captured_co2,uncaptured_co2,ccs_energy_penalty,total_fuel_co2_active_ccs
46,1499.5712286596217,5998.284914638487,7997.713219517983,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5895.921374171802,1499.5712286596217,5998.284914638487,1499.5712286596217,141.36340019771046,0.0,0.0,0.0,0.0,5000,409.4541618667372,204.7270809333686,0.0,0,29762.232899421502,8044.593899421183,0,0.0,0.0,0,8.079223334789276e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2289.4740404891354,0.0,0.0
47,1665.8358453957255,6663.343381582902,8884.457842110536,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6557.312705273055,1665.8358453957255,6663.343381582902,1665.8358453957255,33.956038621995276,0.0,0.0,0.0,0.0,5000,424.12270523938713,212.06135261969357,0.0,0,29762.232899421502,8044.593899421183,0,0.0,0.0,0,8.079223334789276e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2493.4253036854234,0.0,0.0
48,1787.1762430604845,7148.704972241938,9531.606629655917,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7064.892537269594,1700.7799642144382,7148.704972241938,1787.1762430604845,0.0,0.0,0.0,0.0,0.0,5000,421.6460187354206,167.62486994468725,86.39627884604616,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2737.58559111742,0.0,0.0
49,1705.338523298473,6821.354093193892,9095.13879092519,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6769.0832423009815,1531.260482519525,6821.354093193892,1705.338523298473,0.0,0.0,0.0,0.0,0.0,5000,383.1614443505934,104.54170178582265,174.0780407789481,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2632.8333098220455,0.0,0.0
50,1951.6552397200983,7806.620958880393,10408.827945173858,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7764.24336444113,1697.0213426745852,7806.620958880393,1951.6552397200983,0.0,0.0,0.0,0.0,0.0,5000,424.14427480256455,84.75518887852569,254.63389704551318,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2948.1187068417257,0.0,0.0
51,1890.530693307021,7562.122773228084,10082.830364304113,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7522.141971917654,1640.582263608746,7562.122773228084,1890.530693307021,0.0,0.0,0.0,0.0,0.0,5000,409.8716349399959,79.96160262086046,249.94842969827496,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2869.879287432986,0.0,0.0
52,1745.9525682047984,6983.810272819193,9311.747030425591,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6919.640811564917,1601.6588802471736,6983.810272819193,1745.9525682047984,0.0,0.0,0.0,0.0,0.0,5000,400.97153297472966,128.3389225085524,144.29368795762488,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2684.8192873021417,0.0,0.0
53,1727.734695080404,6910.938780321616,9214.585040428821,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6831.442023643473,1636.2237379425658,6910.938780321616,1727.734695080404,0.0,0.0,0.0,0.0,0.0,5000,409.4979838504113,158.99351335628654,91.51095713783819,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2661.5004097029164,0.0,0.0
54,1293.2816250432777,5173.126500173111,6897.502000230815,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5083.943482329476,1293.2816250432777,5173.126500173111,1293.2816250432777,133.80821946877722,0.0,0.0,0.0,0.0,5000,356.7320713745389,178.36603568726946,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2105.4004800553957,0.0,0.0
55,1547.7012765379955,6190.805106151982,8254.406808202642,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6085.04140622042,1547.7012765379955,6190.805106151982,1547.7012765379955,145.12072603384695,0.0,0.0,0.0,0.0,5000,423.0547997262479,211.52739986312395,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2431.057633968634,0.0,0.0
56,1373.3813954169414,5493.525581667765,7324.70077555702,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5393.768219894731,1373.3813954169414,5493.525581667765,1373.3813954169414,222.89770103486194,0.0,0.0,0.0,0.0,5000,399.0294470921359,199.51472354606796,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2207.928186133684,0.0,0.0
57,1482.5423914337775,5930.16956573511,7906.8927543134805,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5824.5174036022445,1482.5423914337775,5930.16956573511,1482.5423914337775,215.18757771631,0.0,0.0,0.0,0.0,5000,422.60864853146217,211.30432426573108,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2347.6542610352353,0.0,0.0
58,1496.6505255936215,5986.602102374486,7982.1361364993145,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5883.866606720176,1496.6505255936215,5986.602102374486,1496.6505255936215,147.11313891671216,0.0,0.0,0.0,0.0,5000,410.94198261724085,205.47099130862043,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2365.7126727598347,0.0,0.0
59,1657.7429970919616,6630.971988367846,8841.295984490462,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6524.688703177794,1657.7429970919616,6630.971988367846,1657.7429970919616,37.89532109473248,0.0,0.0,0.0,0.0,5000,425.1331407602072,212.5665703801036,0.0,0,30732.778430179238,10535.374160178922,0,0.0,0.0,0,8.195638656616211e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2571.911036277711,0.0,0.0
60,1639.8642303798094,6559.456921519238,8745.94256202565,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,6470.701709867159,1595.3037230915652,6559.456921519238,1639.8642303798094,0.0,0.0,0.0,0.0,0.0,5000,399.5813538965591,177.51042330415748,44.56050728824416,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2636.4856405064124,0.0,0.0
61,1708.2926871919121,6833.170748767649,9110.894331690199,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,6782.144875705753,1529.013864841483,6833.170748767649,1708.2926871919121,0.0,0.0,0.0,0.0,0.0,5000,383.38231459801113,102.05174612379098,179.27882235042918,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2727.7235829225497,0.0,0.0
62,1953.4348379893513,7813.739351957405,10418.319135943208,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,7770.987136201558,1698.185109732687,7813.739351957405,1953.4348379893513,0.0,0.0,0.0,0.0,0.0,5000,426.25859128005146,85.5044315116935,255.24972825666447,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,3054.579783985802,0.0,0.0
63,1888.5471048091008,7554.188419236403,10072.251225648537,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,7513.270840138663,1643.9521999558112,7554.188419236403,1888.5471048091008,0.0,0.0,0.0,0.0,0.0,5000,408.26522124425327,81.83515819548185,244.59490485328956,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2968.0628064121343,0.0,0.0
64,1894.6346098143497,7578.538439257399,10104.717919009865,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,7522.572163423484,1693.466355361101,7578.538439257399,1894.6346098143497,0.0,0.0,0.0,0.0,0.0,5000,425.03335778890767,111.9325516678295,201.16825445324866,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2976.1794797524662,0.0,0.0
65,1674.458449154787,6697.833796619148,8930.445062158864,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,6615.283714225925,1604.2961937914356,6697.833796619148,1674.458449154787,0.0,0.0,0.0,0.0,0.0,5000,400.3625849362465,165.10016478644744,70.16225536335162,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2682.611265539716,0.0,0.0
66,1294.7711864246367,5179.084745698547,6905.446327598062,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,5089.236720823761,1294.7711864246367,5179.084745698547,1294.7711864246367,135.00513620501897,0.0,0.0,0.0,0.0,5000,359.3920994991439,179.69604974957196,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2176.3615818995154,0.0,0.0
67,1549.3636838836708,6197.454735534683,8263.27298071291,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,6090.96042917608,1549.3636838836708,6197.454735534683,1549.3636838836708,145.309344752598,0.0,0.0,0.0,0.0,5000,425.9772254344135,212.98861271720676,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2515.8182451782277,0.0,0.0
68,1434.2119177125876,5736.84767085035,7649.130227800467,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,5634.533760895066,1434.2119177125876,5736.84767085035,1434.2119177125876,208.37100946080886,0.0,0.0,0.0,0.0,5000,409.2556398211393,204.62781991056966,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2362.2825569501174,0.0,0.0
69,1481.282364464561,5925.129457858244,7900.172610477658,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,5818.866226968228,1481.282364464561,5925.129457858244,1481.282364464561,215.51631816124473,0.0,0.0,0.0,0.0,5000,425.05292356006095,212.52646178003047,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2425.0431526194147,0.0,0.0
70,1496.0643395638042,5984.257358255217,7979.009811006956,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,5881.909896366245,1496.0643395638042,5984.257358255217,1496.0643395638042,142.91520396016085,0.0,0.0,0.0,0.0,5000,409.389847555885,204.6949237779425,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2444.752452751739,0.0,0.0
71,1659.025675846373,6636.102703385492,8848.136937847323,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,6529.6366249001,1659.025675846373,6636.102703385492,1659.025675846373,38.69096389576521,0.0,0.0,0.0,0.0,5000,425.864313941567,212.9321569707835,0.0,0,31776.616752464408,13274.784570930566,0,0.0,0.0,0,8.312053978443146e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2662.0342344618307,0.0,0.0
72,1641.5287107827755,6566.114843131102,8754.81979084147,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6476.081627173084,1601.2787263980692,6566.114843131102,1641.5287107827755,0.0,0.0,0.0,0.0,0.0,5000,400.3828482167827,180.06643191603817,40.24998438470635,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2638.7049477103674,0.0,0.0
73,1708.2155722226187,6832.862288890475,9110.483051853966,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6782.121117856137,1528.9924364339834,6832.862288890475,1708.2155722226187,0.0,0.0,0.0,0.0,0.0,5000,382.18781992598514,101.48234206867495,179.22313578863523,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2727.6207629634914,0.0,0.0
74,1952.4165589862992,7809.666235945197,10412.888314593596,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7766.200086924467,1699.3956087038275,7809.666235945197,1952.4165589862992,0.0,0.0,0.0,0.0,0.0,5000,426.8855463653945,86.9322980414614,253.0209502824717,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,3053.222078648399,0.0,0.0
75,1890.6356085229577,7562.542434091831,10083.38991212244,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7521.3600568651345,1644.5270821165927,7562.542434091831,1890.6356085229577,0.0,0.0,0.0,0.0,0.0,5000,410.8380353131513,82.36475445339315,246.108526406365,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2970.84747803061,0.0,0.0
76,1893.415917608508,7573.663670434032,10098.218227245376,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7517.130943589948,1695.6521803709718,7573.663670434032,1893.415917608508,0.0,0.0,0.0,0.0,0.0,5000,423.8946446138697,113.06545368816678,197.7637372375361,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2974.554556811344,0.0,0.0
77,1730.466903791537,6921.867615166148,9229.156820221531,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6841.543981116771,1643.5480945721033,6921.867615166148,1730.466903791537,0.0,0.0,0.0,0.0,0.0,5000,408.2133454169439,160.64726809875503,86.91880921943384,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2757.289205055383,0.0,0.0
78,1237.8521038011202,4951.408415204481,6601.877886939307,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,4864.611327335657,1237.8521038011202,4951.408415204481,1237.8521038011202,153.27046967919046,0.0,0.0,0.0,0.0,5000,347.1883514752954,173.5941757376477,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2100.4694717348266,0.0,0.0
79,1546.6025806331586,6186.410322532634,8248.54709671018,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6080.354681584643,1546.6025806331586,6186.410322532634,1546.6025806331586,146.94759839996186,0.0,0.0,0.0,0.0,5000,424.2225637919662,212.1112818959831,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2512.136774177545,0.0,0.0
80,1433.6752707511414,5734.701083004566,7646.268110672754,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5632.696647856663,1433.6752707511414,5734.701083004566,1433.6752707511414,205.1803517770761,0.0,0.0,0.0,0.0,5000,408.01774059161136,204.00887029580568,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2361.5670276681885,0.0,0.0
81,1481.5961862885056,5926.384745154022,7901.84632687203,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5821.025711400919,1481.5961862885056,5926.384745154022,1481.5961862885056,213.81337934876797,0.0,0.0,0.0,0.0,5000,421.4361350124131,210.71806750620655,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2425.4615817180074,0.0,0.0
82,1494.1748289381028,5976.699315752411,7968.932421003215,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5874.2398507465705,1494.1748289381028,5976.699315752411,1494.1748289381028,145.88088199059484,0.0,0.0,0.0,0.0,5000,409.83786002336166,204.91893001168083,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2442.233105250804,0.0,0.0
83,1660.7676694062127,6643.070677624851,8857.427570166468,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6536.953063377471,1660.7676694062127,6643.070677624851,1660.7676694062127,36.775278590028165,0.0,0.0,0.0,0.0,5000,424.4704569895179,212.23522849475896,0.0,0,31754.725396680573,14810.052492150862,0,0.0,0.0,0,8.42846930027008e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,2664.356892541617,0.0,0.0
84,1643.4937079047832,6573.974831619133,8765.299775492176,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6486.464713758883,1592.8949784554109,6573.974831619133,1643.4937079047832,0.0,0.0,0.0,0.0,0.0,5000,400.6392008903703,175.02023572049904,50.59872944937224,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2641.324943873044,0.0,0.0
85,1769.278600358003,7077.114401432012,9436.152535242682,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7024.107950170615,1584.1560361543943,7077.114401432012,1769.278600358003,0.0,0.0,0.0,0.0,0.0,5000,397.1483692491941,106.01290252279277,185.12256420360856,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2809.0381338106704,0.0,0.0
86,1952.370243397786,7809.480973591144,10412.641298121525,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7767.548382323496,1698.08133488222,7809.480973591144,1952.370243397786,0.0,0.0,0.0,0.0,0.0,5000,422.0192735861561,83.86518253529508,254.28890851556594,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,3053.1603245303813,0.0,0.0
87,1888.3936935729246,7553.574774291698,10071.433032388932,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7513.384303285881,1637.9168779647382,7553.574774291698,1888.3936935729246,0.0,0.0,0.0,0.0,0.0,5000,411.2386996314533,80.38094201163352,250.47681560818626,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2967.858258097233,0.0,0.0
88,1890.9744725295848,7563.897890118339,10085.197186824453,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7506.12926417757,1700.4191395540274,7563.897890118339,1890.9744725295848,0.0,0.0,0.0,0.0,0.0,5000,421.62983673863226,115.53725188153747,190.55533297555732,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2971.299296706113,0.0,0.0
89,1724.5494813967828,6898.197925587131,9197.597234116174,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6816.895954609941,1640.3855992372748,6898.197925587131,1724.5494813967828,0.0,0.0,0.0,0.0,0.0,5000,409.37176606826864,162.60394195438036,84.16388215950792,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2749.3993085290435,0.0,0.0
90,1289.4962378363948,5157.984951345579,6877.313268460773,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5068.731063485532,1289.4962378363948,5157.984951345579,1289.4962378363948,142.7256729506703,0.0,0.0,0.0,0.0,5000,357.0155514401904,178.5077757200952,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2169.328317115193,0.0,0.0
91,1544.6211651823808,6178.484660729523,8237.979547639365,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6071.949246088908,1544.6211651823808,6178.484660729523,1544.6211651823808,152.0243770255356,0.0,0.0,0.0,0.0,5000,426.1416585624626,213.0708292812313,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2509.494886909841,0.0,0.0
92,1433.0299216401609,5732.1196865606435,7642.826248747525,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5629.656166249329,1433.0299216401609,5732.1196865606435,1433.0299216401609,209.95432413460003,0.0,0.0,0.0,0.0,5000,409.8540812452587,204.92704062262936,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2360.7065621868815,0.0,0.0
93,1479.8446422080808,5919.378568832323,7892.504758443098,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5813.204222797364,1479.8446422080808,5919.378568832323,1479.8446422080808,221.2445288896031,0.0,0.0,0.0,0.0,5000,424.6973841398373,212.34869206991866,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2423.1261896107744,0.0,0.0
94,1382.6112807189543,5530.445122875817,7373.926830501089,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5433.592391550525,1382.6112807189543,5530.445122875817,1382.6112807189543,158.62119096337528,0.0,0.0,0.0,0.0,5000,387.41092530116936,193.70546265058468,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2293.481707625272,0.0,0.0
95,1664.8930870472122,6659.572348188849,8879.429797585131,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6553.673996793816,1664.8930870472122,6659.572348188849,1664.8930870472122,32.42393130169626,0.0,0.0,0.0,0.0,5000,423.5934055801332,211.7967027900666,0.0,0,31725.058014671704,16210.201066055113,0,0.0,0.0,0,8.544884622097015e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2669.857449396283,0.0,0.0
96,1789.8218810299265,7159.287524119706,9545.716698826274,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7076.345217411256,1698.5411155745426,7159.287524119706,1789.8218810299265,0.0,0.0,0.0,0.0,0.0,5000,423.04999228918143,165.88461341689873,91.28076545538394,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2836.4291747065686,0.0,0.0
97,1614.061964892526,6456.247859570104,8608.330479426806,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6399.406918452463,1473.7067033293365,6456.247859570104,1614.061964892526,0.0,0.0,0.0,0.0,0.0,5000,367.7190260337524,113.68188223528146,140.3552615631895,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2602.0826198567015,0.0,0.0
98,1949.1171148353394,7796.468459341358,10395.29127912181,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7752.430614167906,1700.3290934017152,7796.468459341358,1949.1171148353394,0.0,0.0,0.0,0.0,0.0,5000,424.9394021274297,88.0756903469027,248.78802143362427,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,3048.8228197804524,0.0,0.0
99,1892.185157924931,7568.740631699724,10091.654175599631,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7529.1187190284145,1642.150650867702,7568.740631699724,1892.185157924931,0.0,0.0,0.0,0.0,0.0,5000,408.5221577424672,79.24382534261913,250.03450705722892,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2972.913543899908,0.0,0.0
